t,theta,omega
1.314,8.557600266304597,3.3009955717670114
1.315,8.560902912921156,3.2934942405977328
1.316,8.564198054454636,3.2860138783530695
1.317,8.567485711884451,3.278554519474299
1.318,8.570765906224473,3.2711161977504877
1.319,8.574038658522376,3.263698946324236
1.32,8.577303989858999,3.2563027976974026
1.321,8.580561921347694,3.248927783736808
1.322,8.583812474133701,3.241573935679917
1.323,8.587055669393507,3.2342412841405
1.324,8.590291528334234,3.226929859114272
1.325,8.59352007219301,3.2196396899845103
1.326,8.596741322236364,3.2123708055276503
1.327,8.599955299759614,3.205123233918858
1.328,8.603162026086268,3.1978970027375824
1.329,8.606361522567429,3.190692138973081
1.33,8.609553810581199,3.1835086690299277
1.331,8.6127389115321,3.176346618733493
1.332,8.615916846850492,3.1692060133354043
1.333,8.619087637992001,3.162086877518981
1.334,8.622251306436945,3.154989235404645
1.335,8.62540787368978,3.1479131105553124
1.336,8.628557361278528,3.1408585259817534
1.337,8.631699790754242,3.133825504147936
1.338,8.634835183690445,3.1268140669763413
1.339,8.637963561682596,3.1198242358532533
1.34,8.64108494634755,3.112856031634029
1.341,8.64419935932303,3.1059094746483393
1.342,8.647306822267094,3.098984584705387
1.343,8.650407356857622,3.0920813810991006
1.344,8.653500984791798,3.0851998826133014
1.345,8.656587727785599,3.0783401075268477
1.346,8.659667607573288,3.0715020736187517
1.347,8.66274064590692,3.0646857981732722
1.348,8.66580686455584,3.057891297984982
1.349,8.668866285306194,3.05111858936381
1.35,8.671918929960452,3.0443676881400554
1.351,8.674964820336916,3.0376386096693806
1.352,8.678003978269254,3.030931368837775
1.353,8.68103642560603,3.024245980066493
1.354,8.684062184210232,3.0175824573169683
1.355,8.68708127595882,3.010940814095701
1.356,8.690093722742263,3.0043210634591175
1.357,8.693099546464097,2.9977232180184075
1.358,8.696098769040475,2.9911472899443305
1.359,8.699091412399724,2.984593290972002
1.36,8.702077498481916,2.978061232405646
1.361,8.70505704923843,2.9715511251233293
1.362,8.70803008663153,2.9650629795816625
1.363,8.71099663263394,2.9585968058204806
1.364,8.71395670922843,2.9521526134674914
1.365,8.716910338407404,2.945730411742903
1.366,8.719857542172488,2.9393302094640212
1.367,8.72279834253413,2.9329520150498225
1.368,8.725732761511205,2.926595836525499
1.369,8.728660821130612,2.920261681526979
1.37,8.731582543426894,2.913949557305418
1.371,8.734497950441847,2.9076594707316676
1.372,8.73740706422414,2.9013914283007134
1.373,8.740309906828942,2.8951454361360893
1.374,8.74320650031755,2.8889214999942645
1.375,8.746096866757014,2.882719625269005
1.376,8.74898102821979,2.876539816995705
1.377,8.751859006783363,2.870382079855698
1.378,8.754730824529908,2.8642464181805356
1.379,8.75759650354593,2.8581328359562437
1.38,8.760456065921923,2.8520413368275497
1.381,8.763309533752029,2.8459719241020855
1.382,8.766156929133697,2.8399246007545638
1.383,8.768998274167354,2.8338993694309256
1.384,8.771833590956073,2.827896232452465
1.385,8.77466290160525,2.821915191819925
1.386,8.777486228222283,2.81595624921757
1.387,8.780303592916255,2.810019406017228
1.388,8.783115017797622,2.8041046632823092
1.389,8.785920524977902,2.7982120217718003
1.39,8.788720136569374,2.7923414819442285
1.391,8.791513874684776,2.7864930439616025
1.392,8.794301761437007,2.7806667076933262
1.393,8.797083818938836,2.7748624727200886
1.394,8.799860069302612,2.769080338337724
1.395,8.802630534639981,2.763320303561049
1.396,8.805395237061601,2.7575823671276756
1.397,8.808154198676869,2.751866527501794
1.398,8.810907441593644,2.7461727828779323
1.399,8.81365498791798,2.7405011311846916
1.4,8.816396859753857,2.7348515700884537
1.401,8.81913307920292,2.729224096997064
1.402,8.821863668364223,2.72361870906349
1.403,8.82458864933397,2.718035403189452
1.404,8.827308044205264,2.7124741760290325
1.405,8.830021875067862,2.706935023992256
1.406,8.83273016400793,2.7014179432486465
1.407,8.8354329331078,2.69592292973076
1.408,8.838130204445735,2.6904499791376906
1.409,8.840822000095693,2.6849990869385527
1.41,8.843508342127105,2.679570248375938
1.411,8.846189252604635,2.6741634584693488
1.412,8.848864753587968,2.6687787120186046
1.413,8.851534867131583,2.663416003607227
1.414,8.854199615284545,2.658075327605798
1.415,8.856859020090281,2.6527566781752925
1.416,8.859513103586382,2.647460049270393
1.417,8.862161887804385,2.6421854346427707
1.418,8.86480539476958,2.636932827844351
1.419,8.867443646500801,2.6317022222305497
1.42,8.87007666501024,2.6264936109634873
1.421,8.872704472303242,2.62130698701518
1.422,8.875327090378127,2.6161423431707043
1.423,8.877944541225988,2.6109996720313418
1.424,8.880556846830522,2.605878966017697
1.425,8.883164029167842,2.600780217372794
1.426,8.885766110206298,2.595703418165147
1.427,8.888363111906305,2.5906485602918115
1.428,8.890955056220172,2.58561563548141
1.429,8.89354196509193,2.580604635297134
1.43,8.896123860457175,2.575615551139724
1.431,8.898700764242893,2.570648374250427
1.432,8.901272698367311,2.5657030957139297
1.433,8.903839684739733,2.5607797064612723
1.434,8.906401745260393,2.555878197272735
1.435,8.908958901820297,2.550998558780706
1.436,8.911511176301081,2.546140781472525
1.437,8.914058590574864,2.5413048556933067
1.438,8.916601166504103,2.536490771648737
1.439,8.919138925941457,2.5316985194078554
1.44,8.92167189072965,2.5269280889058066
1.441,8.924200082701336,2.522179469946577
1.442,8.926723523678966,2.5174526522057064
1.443,8.929242235474662,2.5127476252329775
1.444,8.931756239890094,2.508064378455086
1.445,8.934265558716348,2.5034029011782883
1.446,8.936770213733814,2.4987631825910275
1.447,8.939270226712065,2.494145211766538
1.448,8.94176561940974,2.4895489776654305
1.449,8.944256413574434,2.4849744691382543
1.45,8.946742630942591,2.48042167492804
1.451,8.949224293239386,2.4758905836728204
1.452,8.951701422178628,2.4713811839081323
1.453,8.954174039462659,2.4668934640694955
1.454,8.956642166782247,2.4624274124948724
1.455,8.959105825816495,2.457983017427109
1.456,8.961565038232742,2.4535602670163534
1.457,8.964019825686469,2.4491591493224543
1.458,8.966470209821214,2.44477965231734
1.459,8.96891621226848,2.4404217638873793
1.46,8.97135785464765,2.4360854718357188
1.461,8.973795158565903,2.4317707638846047
1.462,8.976228145618135,2.4274776276776815
1.463,8.978656837386882,2.4232060507822735
1.464,8.981081255442238,2.418956020691646
1.465,8.983501421341783,2.414727524827247
1.466,8.985917356630516,2.410520550540932
1.467,8.988329082840778,2.406335085117166
1.468,8.99073662149219,2.4021711157752104
1.469,8.993139994091583,2.398028629671288
1.47,8.995539222132946,2.3939076139007316
1.471,8.997934327097346,2.3898080555001124
1.472,9.000325330452887,2.385729941449352
1.473,9.002712253654645,2.3816732586738127
1.474,9.005095118144613,2.377637994046374
1.475,9.007473945351654,2.3736241343894866
1.476,9.009848756691442,2.3696316664772112
1.477,9.012219573566423,2.3656605770372385
1.478,9.014586417365761,2.3617108527528914
1.479,9.016949309465298,2.3577824802651093
1.48,9.01930827122751,2.3538754461744147
1.481,9.021663324001466,2.349989737042864
1.482,9.024014489122793,2.3461253393959782
1.483,9.026361787913633,2.342282239724658
1.484,9.028705241682616,2.338460424487082
1.485,9.03104487172482,2.334659880110587
1.486,9.033380699321745,2.3308805929935312
1.487,9.035712745741284,2.3271225495071426
1.488,9.038041032237691,2.323385735997346
1.489,9.040365580051564,2.319670138786581
1.49,9.04268641040981,2.3159757441755935
1.491,9.045003544525636,2.312302538445221
1.492,9.04731700359852,2.3086505078581547
1.493,9.049626808814198,2.3050196386606867
1.494,9.05193298134464,2.301409917084444
1.495,9.054235542348048,2.297821329348103
1.496,9.056534512968831,2.2942538616590893
1.497,9.0588299143376,2.2907075002152633
1.498,9.061121767571157,2.2871822312065877
1.499,9.063410093772486,2.2836780408167807
1.5,9.06569491403075,2.2801949152249534
1.501,9.067976249421282,2.276732840607232
1.502,9.070254121005584,2.2732918031383638
1.503,9.072528549831329,2.269871788993311
1.504,9.074799556932355,2.2664727843488244
1.505,9.077067163328671,2.2630947753850075
1.506,9.079331390026459,2.2597377482868617
1.507,9.081592258018079,2.256401689245818
1.508,9.083849788282075,2.253086584461256
1.509,9.086104001783186,2.2497924201420036
1.51,9.08835491947235,2.2465191825078286
1.511,9.090602562286717,2.2432668577909096
1.512,9.092846951149667,2.240035432237297
1.513,9.095088106970815,2.2368248921083573
1.514,9.097326050646032,2.2336352236822057
1.515,9.09956080305746,2.2304664132551215
1.516,9.101792385073532,2.227318447142953
1.517,9.104020817548985,2.224191311682505
1.518,9.106246121324892,2.2210849932329166
1.519,9.108468317228676,2.217999478177022
1.52,9.110687426074135,2.214934752922698
1.521,9.112903468661468,2.2118908039042022
1.522,9.115116465777305,2.208867617583492
1.523,9.117326438194727,2.2058651804515343
1.524,9.119533406673302,2.2028834790295995
1.525,9.121737391959108,2.1999224998705458
1.526,9.123938414784776,2.1969822295600863
1.527,9.126136495869511,2.1940626547180466
1.528,9.128331655919133,2.191163761999608
1.529,9.13052391562611,2.188285538096538
1.53,9.132713295669594,2.185427969738409
1.531,9.134899816715464,2.1825910436938027
1.532,9.137083499416356,2.1797747467715047
1.533,9.13926436441171,2.1769790658216843
1.534,9.14144243232781,2.174203987737063
1.535,9.143617723777828,2.171449499454071
1.536,9.145790259361862,2.168715587953991
1.537,9.147960059666985,2.1660022402640906
1.538,9.150127145267296,2.1633094434587417
1.539,9.152291536723958,2.160637184660529
1.54,9.154453254585247,2.157985451041348
1.541,9.156612319386612,2.155354229823486
1.542,9.158768751650713,2.1527435082806994
1.543,9.160922571887477,2.1501532737392717
1.544,9.163073800594153,2.147583513579066
1.545,9.165222458255364,2.1450342152345625
1.546,9.167368565343159,2.1425053661958855
1.547,9.169512142317071,2.13999695400982
1.548,9.171653209624175,2.137508966280817
1.549,9.173791787699145,2.1350413906719865
1.55,9.175927896964309,2.1325942149060806
1.551,9.178061557829713,2.130167426766465
1.552,9.18019279069318,2.1277610140980814
1.553,9.182321615940374,2.1253749648083957
1.554,9.184448053944859,2.1230092668683396
1.555,9.186572125068164,2.1206639083132375
1.556,9.188693849659845,2.1183388772437266
1.557,9.190813248057555,2.1160341618266627
1.558,9.19293034058711,2.11374975029602
1.559,9.195045147562547,2.1114856309537755
1.56,9.19715768928621,2.109241792170788
1.561,9.199267986048797,2.107018222387664
1.562,9.201376058129448,2.1048149101156124
1.563,9.203481925795806,2.1026318439372935
1.564,9.20558560930409,2.1004690125076535
1.565,9.207687128899172,2.098326404554751
1.566,9.209786504814641,2.0962040088805747
1.567,9.211883757272886,2.094101814361848
1.568,9.213978906485167,2.0920198099508283
1.569,9.21607197265169,2.089957984676092
1.57,9.218162975961684,2.0879163276433133
1.571,9.220251936593478,2.0858948280360328
1.572,9.22233887471458,2.083893475116415
1.573,9.224423810481754,2.081912258225997
1.574,9.226506764041101,2.0799511667864303
1.575,9.228587755528139,2.0780101903002093
1.576,9.23066680506788,2.0760893183513933
1.577,9.232743932774918,2.0741885406063187
1.578,9.234819158753506,2.0723078468143012
1.579,9.236892503097645,2.070447226808331
1.58,9.238963985891159,2.0686066705057553
1.581,9.241033627207788,2.066786167908957
1.582,9.243101447111266,2.0649857091060198
1.583,9.245167465655415,2.0632052842713864
1.584,9.247231702884221,2.0614448836665082
1.585,9.24929417883193,2.0597044976404866
1.586,9.25135491352313,2.057984116630703
1.587,9.253413926972845,2.056283731163445
1.588,9.255471239186619,2.054603331854518
1.589,9.257526870160605,2.052942909409853
1.59,9.25958083988166,2.0513024546261054
1.591,9.261633168327434,2.0496819583912416
1.592,9.263683875466455,2.0480814116851223
1.593,9.265732981258232,2.046500805580074
1.594,9.267780505653338,2.044940131241454
1.595,9.26982646859351,2.043399379928206
1.596,9.271870890011739,2.0418785429934085
1.597,9.273913789832362,2.0403776118848143
1.598,9.275955187971162,2.038896578145382
1.599,9.27799510433546,2.0374354334138016
1.6,9.280033558824213,2.0359941694250074
1.601,9.282070571328106,2.034572778010688
1.602,9.284106161729653,2.033171251099786
1.603,9.286140349903294,2.0317895807189887
1.604,9.288173155715489,2.030427758993214
1.605,9.290204599024822,2.029085778146086
1.606,9.292234699682096,2.0277636305004036
1.607,9.29426347753043,2.026461308478603
1.608,9.296290952405366,2.0251788046032098
1.609,9.298317144134963,2.0239161114972846
1.61,9.300342072539896,2.022673221884863
1.611,9.302365757433568,2.021450128591385
1.612,9.304388218622197,2.020246824544118
1.613,9.306409475904927,2.019063302772574
1.614,9.308429549073928,2.0178995564089175
1.615,9.3104484579145,2.016755578688366
1.616,9.312466222205172,2.015631362949584
1.617,9.314482861717812,2.0145269026350707
1.618,9.316498396217725,2.0134421912915363
1.619,9.318512845463758,2.012377222570277
1.62,9.32052622920841,2.0113319902275384
1.621,9.32253856719793,2.0103064881248724
1.622,9.324549879172425,2.009300710229489
1.623,9.326560184865968,2.008314650614599
1.624,9.328569504006705,2.0073483034597492
1.625,9.330577856316951,2.006401663051154
1.626,9.332585261513314,2.0054747237820156
1.627,9.334591739306784,2.0045674801528404
1.628,9.336597309402853,2.003679926771746
1.629,9.338601991501616,2.0028120583547646
1.63,9.340605805297884,2.001963869726135
1.631,9.342608770481288,2.0011353558185925
1.632,9.34461090673639,2.000326511673648
1.633,9.346612233742793,1.9995373324418633
1.634,9.348612771175242,1.9987678133831164
1.635,9.350612538703746,1.998017949866864
1.636,9.352611555993679,1.9972877373723936
1.637,9.354609842705889,1.9965771714890714
1.638,9.356607418496814,1.9958862479165818
1.639,9.358604303018591,1.9952149624651614
1.64,9.360600515919163,1.994563311055826
1.641,9.362596076842392,1.9939312897205905
1.642,9.36459100542817,1.9933188946026825
1.643,9.366585321312533,1.99272612195675
1.644,9.368579044127763,1.9921529681490615
1.645,9.370572193502515,1.9915994296576998
1.646,9.372564789061913,1.9910655030727495
1.647,9.374556850427675,1.9905511850964785
1.648,9.376548397218217,1.9900564725435117
1.649,9.378539449048768,1.9895813623409992
1.65,9.380530025531483,1.9891258515287775
1.651,9.382520146275555,1.9886899372595253
1.652,9.384509830887326,1.9882736167989108
1.653,9.38649909897041,1.987876887525735
1.654,9.388487970125789,1.9874997469320672
1.655,9.390476463951941,1.9871421926233739
1.656,9.39246460004495,1.986804222318642
1.657,9.394452397998611,1.9864858338504958
1.658,9.396439877404557,1.9861870251653067
1.659,9.398427057852365,1.985907794323297
1.66,9.400413958929668,1.9856481394986385
1.661,9.402400600222277,1.9854080589795422
1.662,9.404387001314287,1.9851875511683441
1.663,9.406373181788195,1.9849866145815842
1.664,9.408359161225015,1.9848052478500775
1.665,9.410344959204389,1.9846434497189813
1.666,9.412330595304706,1.984501219047854
1.667,9.414316089103213,1.9843785548107087
1.668,9.41630146017613,1.9842754560960612
1.669,9.418286728098767,1.9841919221069693
1.67,9.420271912445633,1.9841279521610686
1.671,9.422257032790558,1.9840835456906005
1.672,9.424242108706803,1.984058702242434
1.673,9.426227159767173,1.984053421478082
1.674,9.428212205544138,1.9840677031737104
1.675,9.430197265609943,1.9841015472201415
1.676,9.43218235953672,1.984154953622851
1.677,9.434167506896612,1.9842279225019592
1.678,9.43615272726188,1.9843204540922146
1.679,9.43813804020502,1.9844325487429728
1.68,9.440123465298877,1.984564206918169
1.681,9.442109022116759,1.9847154291962825
1.682,9.444094730232555,1.9848862162702972
1.683,9.446080609220848,1.9850765689476542
1.684,9.448066678657026,1.9852864881501993
1.685,9.450052958117402,1.985515974914123
1.686,9.452039467179322,1.985765030389895
1.687,9.454026225421286,1.9860336558421934
1.688,9.45601325242306,1.9863218526498245
1.689,9.458000567765788,1.9866296223056403
1.69,9.459988191032108,1.9869569664164466
1.691,9.461976141806264,1.987303886702906
1.692,9.463964439674225,1.9876703849994346
1.693,9.465953104223793,1.9880564632540922
1.694,9.467942155044717,1.9884621235284665
1.695,9.469931611728814,1.98888736799755
1.696,9.471921493870072,1.9893321989496118
1.697,9.473911821064771,1.9897966187860618
1.698,9.475902612911595,1.99028063002131
1.699,9.477893889011739,1.990784235282618
1.7,9.47988566896903,1.9913074373099442
1.701,9.481877972390038,1.9918502389557837
1.702,9.483870818884181,1.992412643185001
1.703,9.48586422806385,1.9929946530746558
1.704,9.487858219544508,1.9935962718138234
1.705,9.489852812944815,1.9942175027034075
1.706,9.49184802788673,1.9948583491559475
1.707,9.493843883995627,1.9955188146954188
1.708,9.495840400900406,1.9961989029570264
1.709,9.497837598233602,1.996898617686992
1.71,9.499835495631503,1.9976179627423356
1.711,9.501834112734251,1.9983569420906484
1.712,9.50383346918596,1.9991155598098607
1.713,9.505833584634821,1.999893820088003
1.714,9.507834478733221,2.00069172722296
1.715,9.50983617113784,2.001509285622218
1.716,9.511838681509774,2.0023464998026057
1.717,9.513842029514635,2.003203374390029
1.718,9.51584623482266,2.0040799141191967
1.719,9.517851317108832,2.0049761238333437
1.72,9.51985729605297,2.0058920084839413
1.721,9.521864191339853,2.0068275731304075
1.722,9.52387202265932,2.007782822939805
1.723,9.52588080970638,2.0087577631865354
1.724,9.527890572181317,2.0097523992520254
1.725,9.529901329789803,2.0107667366244057
1.726,9.531913102243,2.011800780898184
1.727,9.533925909257661,2.01285453777391
1.728,9.535939770556253,2.013928013057836
1.729,9.537954705867044,2.0150212126615643
1.73,9.53997073492422,2.016134142601695
1.731,9.541987877467985,2.017266808999462
1.732,9.544006153244668,2.0184192180803624
1.733,9.546025582006829,2.0195913761737816
1.734,9.548046183513355,2.0207832897126066
1.735,9.550067977529574,2.021994965232836
1.736,9.552090983827354,2.0232264093731813
1.737,9.5541152221852,2.0244776288746595
1.738,9.556140712388363,2.0257486305801815
1.739,9.558167474228943,2.027039421434129
1.74,9.560195527505988,2.0283500084819295
1.741,9.56222489202559,2.0296803988696177
1.742,9.564255587600996,2.031030599843394
1.743,9.566287634052701,2.032400618749173
1.744,9.568321051208548,2.0337904630321266
1.745,9.57035585890383,2.035200140236216
1.746,9.572392076981387,2.0366296580037204
1.747,9.574429725291708,2.0380790240747553
1.748,9.576468823693023,2.039548246286782
1.749,9.578509392051405,2.041037332574114
1.75,9.580551450240865,2.042546290967409
1.751,9.582595018143447,2.0440751295931596
1.752,9.584640115649327,2.045623856673172
1.753,9.586686762656907,2.0471924805240374
1.754,9.58873497907291,2.048781009556596
1.755,9.590784784812474,2.0503894522753936
1.756,9.592836199799244,2.0520178172781285
1.757,9.594889243965468,2.0536661132550917
1.758,9.596943937252092,2.0553343489885982
1.759,9.599000299608843,2.0570225333524106
1.76,9.601058350994329,2.0587306753111525
1.761,9.603118111376128,2.0604587839197177
1.762,9.605179600730876,2.0622068683226664
1.763,9.60724283904436,2.0639749377536156
1.764,9.609307846311603,2.065763001534622
1.765,9.611374642536955,2.0675710690755515
1.766,9.61344324773418,2.069399149873448
1.767,9.615513681926547,2.0712472535118853
1.768,9.61758596514691,2.0731153896603156
1.769,9.6196601174378,2.0750035680734085
1.77,9.621736158851505,2.0769117985903787
1.771,9.623814109450159,2.078840091134308
1.772,9.62589398930582,2.0807884557114575
1.773,9.627975818500566,2.0827569024105683
1.774,9.63005961712656,2.0847454414021573
1.775,9.632145405286145,2.086754082937801
1.776,9.634233203091918,2.0887828373494117
1.777,9.636323030666818,2.090831715048503
1.778,9.638414908144194,2.0929007265254476
1.779,9.640508855667896,2.094989882348725
1.78,9.642604893392345,2.0970991931641603
1.781,9.644703041482614,2.0992286696941522
1.782,9.646803320114506,2.1013783227368936
1.783,9.648905749474622,2.103548163165582
1.784,9.651010349760446,2.1057382019276183
1.785,9.653117141180415,2.1079484500437986
1.786,9.65522614395399,2.1101789186074957
1.787,9.657337378311734,2.112429618783829
1.788,9.659450864495376,2.1147005618088266
1.789,9.661566622757892,2.116991758988576
1.79,9.663684673363566,2.119303221698367
1.791,9.665805036588063,2.121634961381821
1.792,9.6679277327185,2.123986989550013
1.793,9.670052782053508,2.126359317780583
1.794,9.672180204903306,2.1287519577168363
1.795,9.674310021589756,2.1311649210668335
1.796,9.676442252446437,2.133598219602471
1.797,9.678576917818706,2.1360518651585494
1.798,9.68071403806376,2.138525869631833
1.799,9.6828536335507,2.141020244980099
1.8,9.684995724660588,2.143535003221173
1.801,9.687140331786514,2.1460701564319575
1.802,9.689287475333648,2.1486257167474463
1.803,9.691437175719301,2.1512016963597302
1.804,9.693589453372983,2.153798107516992
1.805,9.695744328736458,2.1564149625224864
1.806,9.6979018222638,2.1590522737335154
1.807,9.700061954421445,2.161710053560386
1.808,9.702224745688246,2.1643883144653615
1.809,9.704390216555527,2.1670870689615964
1.81,9.70655838752713,2.169806329612066
1.811,9.708729279119463,2.1725461090284792
1.812,9.710902911861558,2.175306419870182
1.813,9.713079306295107,2.17808727484305
1.814,9.715258482974516,2.1808886866983666
1.815,9.717440462466952,2.1837106682316914
1.816,9.719625265352379,2.1865532322817165
1.817,9.721812912223609,2.18941639172911
1.818,9.72400342368634,2.1923001594953484
1.819,9.7261968203592,2.1952045485415344
1.82,9.728393122873783,2.1981295718672063
1.821,9.730592351874686,2.201075242509132
1.822,9.732794528019554,2.2040415735400902
1.823,9.73499967197911,2.207028578067643
1.824,9.737207804437192,2.2100362692328908
1.825,9.739418946090783,2.213064660209219
1.826,9.741633117650048,2.2161137642010273
1.827,9.743850339838362,2.2191835944424514
1.828,9.74607063339234,2.222274164196066
1.829,9.74829401906187,2.2253854867515814
1.83,9.750520517610132,2.2285175754245192
1.831,9.75275014981363,2.231670443554882
1.832,9.754982936462216,2.2348441045058047
1.833,9.757218898359108,2.2380385716621953
1.834,9.75945805632092,2.241253858429361
1.835,9.761700431177674,2.24448997823162
1.836,9.763946043772828,2.2477469445109017
1.837,9.766194914963284,2.2510247707253312
1.838,9.76844706561941,2.2543234703478006
1.839,9.770702516625056,2.2576430568645263
1.84,9.77296128887756,2.2609835437735923
1.841,9.775223403287772,2.26434494458348
1.842,9.77748888078005,2.267727272811581
1.843,9.779757742292281,2.2711305419827013
1.844,9.782030008775882,2.274554765627542
1.845,9.784305701195807,2.277999957281176
1.846,9.786584840530553,2.281466130481501
1.847,9.78886744777216,2.2849532987676846
1.848,9.791153543926216,2.2884614756785884
1.849,9.793443150011852,2.2919906747511827
1.85,9.795736287061745,2.2955409095189427
1.851,9.79803297612211,2.299112193510232
1.852,9.800333238252701,2.3027045402466664
1.853,9.802637094526798,2.3063179632414688
1.854,9.8049445660312,2.3099524759978034
1.855,9.807255673866216,2.313608092007097
1.856,9.809570439145656,2.3172848247473428
1.857,9.811888882996811,2.3209826876813913
1.858,9.814211026560445,2.3247016942552228
1.859,9.816536890990772,2.328441857896204
1.86,9.818866497455442,2.33220319201133
1.861,9.821199867135517,2.335985709985451
1.862,9.823537021225452,2.339789425179477
1.863,9.825877980933068,2.3436143509285756
1.864,9.82822276747953,2.3474605005403446
1.865,9.830571402099316,2.3513278872929724
1.866,9.83292390604019,2.3552165244333807
1.867,9.835280300563166,2.359126425175351
1.868,9.837640606942484,2.3630576026976344
1.869,9.840004846465563,2.3670100701420416
1.87,9.842373040432976,2.3709838406115202
1.871,9.844745210158402,2.3749789271682116
1.872,9.84712137696859,2.3789953428314914
1.873,9.849501562203313,2.3830331005759935
1.874,9.85188578721533,2.3870922133296144
1.875,9.85427407337033,2.3911726939715026
1.876,9.856666442046889,2.395274555330028
1.877,9.859062914636416,2.3993978101807345
1.878,9.861463512543104,2.4035424712442754
1.879,9.863868257183873,2.407708551184328
1.88,9.866277169988312,2.411896062605493
1.881,9.868690272398622,2.4161050180511747
1.882,9.871107585869552,2.420335430001443
1.883,9.87352913186834,2.4245873108708746
1.884,9.875954931874643,2.4288606730063793
1.885,9.878385007380471,2.4331555286850053
1.886,9.880819379890116,2.437471890111726
1.887,9.883258070920085,2.4418097694172083
1.888,9.885701101999018,2.4461691786555613
1.889,9.888148494667616,2.450550129802067
1.89,9.890600270478561,2.4549526347508905
1.891,9.893056450996438,2.4593767053127706
1.892,9.895517057797646,2.4638223532126924
1.893,9.897982112470313,2.46828959008754
1.894,9.900451636614214,2.472778427483728
1.895,9.902925651840674,2.4772888768548142
1.896,9.905404179772477,2.481820949559094
1.897,9.90788724204377,2.486374656857172
1.898,9.91037486029997,2.4909500099095143
1.899,9.912867056197658,2.4955470197739826
1.9,9.915363851404477,2.5001656974033457
1.901,9.91786526759903,2.50480605364277
1.902,9.92037132647077,2.5094680992272926
1.903,9.922882049719888,2.5141518447792706
1.904,9.925397459057208,2.5188573008058115
1.905,9.927917576204063,2.523584477696182
1.906,9.93044242289218,2.528333385719196
1.907,9.93297202086356,2.5331040350205805
1.908,9.935506391870357,2.5378964356203224
1.909,9.938045557674748,2.5427105974099926
1.91,9.940589540048807,2.5475465301500493
1.911,9.943138360774373,2.552404243467118
1.912,9.94569204164292,2.5572837468512537
1.913,9.94825060445541,2.5621850496531766
1.914,9.950814071022165,2.56710816108149
1.915,9.95338246316272,2.572053090199874
1.916,9.955955802705677,2.577019845924259
1.917,9.95853411148856,2.5820084370199736
1.918,9.961117411357662,2.5870188720988754
1.919,9.963705724167891,2.592051159616455
1.92,9.966299071782615,2.5971053078689192
1.921,9.968897476073503,2.6021813249902532
1.922,9.97150095892036,2.607279218949257
1.923,9.97410954221097,2.612398997546562
1.924,9.976723247840914,2.6175406684116225
1.925,9.97934209771341,2.6227042389996864
1.926,9.981966113739135,2.6278897165887414
1.927,9.984595317836048,2.6330971082764383
1.928,9.987229731929206,2.638326420976991
1.929,9.989869377950589,2.643577661418055
1.93,9.992514277838902,2.648850836137579
1.931,9.995164453539397,2.6541459514806363
1.932,9.99781992700367,2.659463013596231
1.933,10.00048072018947,2.664802028434081
1.934,10.003146855060502,2.6701630017413773
1.935,10.005818353586214,2.675545939059518
1.936,10.008495237741606,2.6809508457208215
1.937,10.011177529507007,2.686377726845212
1.938,10.013865250867873,2.691826587336883
1.939,10.016558423814564,2.6972974318809384
1.94,10.019257070342128,2.7027902649400044
1.941,10.021961212450078,2.7083050907508213
1.942,10.024670872142165,2.713841913320809
1.943,10.027386071426152,2.719400736424609
1.944,10.030106832313574,2.7249815636006
1.945,10.032833176819512,2.730584398147391
1.946,10.035565126962341,2.7362092431202885
1.947,10.038302704763499,2.7418561013277394
1.948,10.041045932247227,2.7475249753277473
1.949,10.043794831440334,2.753215867424267
1.95,10.046549424371925,2.7589287796635706
1.951,10.049309733073159,2.7646637138305907
1.952,10.052075779576976,2.770420671445238
1.953,10.054847585917841,2.776199653758694
1.954,10.057625174131468,2.7820006617496755
1.955,10.060408566254551,2.7878236961206793
1.956,10.063197784324489,2.7936687572941956
1.957,10.065992850379098,2.7995358454089
1.958,10.06879378645634,2.805424960315818
1.959,10.07160061459402,2.8113361015744647
1.96,10.07441335682951,2.817269268448959
1.961,10.07723203519944,2.8232244599041114
1.962,10.080056671739408,2.8292016746014856
1.963,10.082887288483672,2.8352009108954372
1.964,10.085723907464843,2.841222166829122
1.965,10.088566550713573,2.8472654401304833
1.966,10.091415240258241,2.8533307282082094
1.967,10.094269998124638,2.8594180281476667
1.968,10.09713084633563,2.865527336706808
1.969,10.099997806910851,2.8716586503120523
1.97,10.102870901866348,2.877811965054141
1.971,10.105750153214265,2.8839872766839663
1.972,10.10863558296249,2.8901845806083735
1.973,10.11152721311432,2.8964038718859393
1.974,10.114425065668103,2.902645145222721
1.975,10.117329162616894,2.908908394967982
1.976,10.120239525948092,2.91519361510989
1.977,10.123156177643084,2.921500799271188
1.978,10.126079139676875,2.9278299407048416
1.979,10.129008434017718,2.934181032289659
1.98,10.131944082626745,2.940554066525884
1.981,10.134886107457582,2.9469490355307624
1.982,10.137834530455967,2.9533659310340847
1.983,10.140789373559366,2.9598047443737006
1.984,10.143750658696579,2.9662654664910075
1.985,10.146718407787342,2.972748087926414
1.986,10.149692642741924,2.9792525988147753
1.987,10.152673385460728,2.985778988880804
1.988,10.155660657833876,2.9923272474344556
1.989,10.15865448174079,2.9988973633662845
1.99,10.161654879049783,3.0054893251427774
1.991,10.164661871617625,3.0121031208016595
1.992,10.16767548128912,3.018738737947174
